location,size,total_sqft,bath,price,bhk,price_per_sqft
Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
Marathahalli,2 BHK,1020.0,2.0,57.0,2,5588.235294117647
Marathahalli,2 BHK,1026.0,2.0,49.95,2,4868.421052631579
Marathahalli,2 BHK,1026.0,2.0,50.18,2,4890.83820662768
Marathahalli,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
Marathahalli,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
Marathahalli,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
Marathahalli,2 BHK,1065.0,2.0,55.0,2,5164.319248826291
Marathahalli,2 BHK,1071.0,2.0,52.25,2,4878.618113912232
Marathahalli,2 BHK,1075.0,2.0,52.43,2,4877.209302325581
Marathahalli,2 BHK,1095.0,2.0,60.0,2,5479.45205479452
Marathahalli,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871.111111111111
Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286.343612334802
Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681.818181818182
Marathahalli,2 BHK,1146.0,2.0,69.0,2,6020.942408376964
Marathahalli,2 BHK,1146.0,2.0,70.0,2,6108.202443280978
Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861.111111111111
Marathahalli,2 BHK,1152.0,2.0,90.0,2,7812.5
Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498.269896193771
Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529.91452991453
Marathahalli,2 BHK,1170.0,2.0,85.0,2,7264.957264957265
Marathahalli,2 BHK,1196.0,2.0,57.9,2,4841.13712374582
Marathahalli,2 BHK,1196.0,2.0,57.95,2,4845.3177257525085
Marathahalli,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Marathahalli,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
Marathahalli,2 BHK,1200.0,2.0,58.0,2,4833.333333333333
Marathahalli,2 BHK,1200.0,2.0,60.0,2,5000.0
Marathahalli,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
Marathahalli,2 Bedroom,1200.0,2.0,128.0,2,10666.666666666666
Marathahalli,2 BHK,1205.0,2.0,75.0,2,6224.066390041494
Marathahalli,2 BHK,1208.0,2.0,70.0,2,5794.701986754967
Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514.40329218107
Marathahalli,2 BHK,1220.0,2.0,56.5,2,4631.147540983607
Marathahalli,2 BHK,1220.0,2.0,57.0,2,4672.131147540984
Marathahalli,2 BHK,1220.0,2.0,58.5,2,4795.081967213115
Marathahalli,2 BHK,1220.0,2.0,59.0,2,4836.065573770492
Marathahalli,2 BHK,1230.0,2.0,57.0,2,4634.1463414634145
Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
Marathahalli,2 BHK,1240.0,2.0,55.0,2,4435.4838709677415
Marathahalli,2 BHK,1248.0,2.0,130.0,2,10416.666666666666
Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440.0
Marathahalli,2 BHK,1270.0,2.0,73.0,2,5748.031496062992
Marathahalli,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
Marathahalli,2 BHK,1285.0,2.0,55.0,2,4280.155642023346
Marathahalli,2 BHK,1290.0,2.0,52.0,2,4031.0077519379847
Marathahalli,2 BHK,1314.0,2.0,55.0,2,4185.692541856925
Marathahalli,2 BHK,1325.0,2.0,71.55,2,5400.0
Marathahalli,2 BHK,1350.0,2.0,60.0,2,4444.444444444444
Marathahalli,2 BHK,1350.0,2.0,86.0,2,6370.37037037037
Marathahalli,2 BHK,1350.0,2.0,89.0,2,6592.592592592592
Marathahalli,2 BHK,1350.0,2.0,90.0,2,6666.666666666667
Marathahalli,2 BHK,1350.0,2.0,99.0,2,7333.333333333333
Marathahalli,2 BHK,1358.0,2.0,81.0,2,5964.653902798233
Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426.470588235294
Marathahalli,2 BHK,1360.0,2.0,103.0,2,7573.529411764706
Marathahalli,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491.8851435705365
Marathahalli,2 BHK,1600.0,3.0,88.0,2,5500.0
Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
Marathahalli,3 BHK,1130.0,2.0,58.0,3,5132.743362831859
Marathahalli,3 BHK,1200.0,2.0,58.17,3,4847.5
Marathahalli,3 BHK,1305.0,2.0,69.0,3,5287.35632183908
Marathahalli,3 BHK,1315.0,2.0,60.0,3,4562.737642585551
Marathahalli,3 BHK,1350.0,2.0,62.0,3,4592.592592592592
Marathahalli,3 BHK,1385.0,2.0,66.65,3,4812.274368231047
Marathahalli,3 BHK,1385.0,2.0,68.5,3,4945.848375451264
Marathahalli,3 BHK,1485.0,2.0,90.0,3,6060.606060606061
Marathahalli,3 BHK,1310.0,3.0,63.22,3,4825.954198473282
Marathahalli,3 BHK,1310.0,3.0,63.25,3,4828.244274809161
Marathahalli,3 BHK,1310.0,3.0,63.25,3,4828.244274809161
Marathahalli,3 BHK,1350.0,3.0,72.0,3,5333.333333333333
Marathahalli,3 BHK,1435.0,3.0,73.0,3,5087.1080139372825
Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591.44237405107
Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
Marathahalli,3 BHK,1525.0,3.0,90.0,3,5901.639344262295
Marathahalli,3 BHK,1530.0,3.0,71.0,3,4640.522875816993
Marathahalli,3 BHK,1530.0,3.0,73.5,3,4803.921568627451
Marathahalli,3 BHK,1530.0,3.0,74.5,3,4869.281045751634
Marathahalli,3 BHK,1535.0,3.0,72.5,3,4723.127035830619
Marathahalli,3 BHK,1550.0,3.0,83.0,3,5354.8387096774195
Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
Marathahalli,3 BHK,1575.0,3.0,78.0,3,4952.380952380952
Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632.975363234365
Marathahalli,3 BHK,1583.0,3.0,109.0,3,6885.6601389766265
Marathahalli,3 BHK,1583.0,3.0,115.0,3,7264.687302590019
Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
Marathahalli,3 BHK,1595.0,3.0,90.0,3,5642.633228840125
Marathahalli,3 BHK,1600.0,3.0,56.0,3,3500.0
Marathahalli,3 BHK,1600.0,3.0,58.0,3,3625.0
Marathahalli,3 BHK,1605.0,3.0,76.0,3,4735.202492211838
Marathahalli,3 BHK,1610.0,3.0,90.0,3,5590.062111801242
Marathahalli,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Marathahalli,3 BHK,1650.0,3.0,86.45,3,5239.393939393939
Marathahalli,3 BHK,1678.0,3.0,70.0,3,4171.6328963051255
Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250.0
Marathahalli,3 BHK,1690.0,3.0,116.0,3,6863.905325443787
Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Marathahalli,3 BHK,1700.0,3.0,126.0,3,7411.764705882353
Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
Marathahalli,3 BHK,1710.0,3.0,135.0,3,7894.736842105263
Marathahalli,3 BHK,1720.0,3.0,175.0,3,10174.418604651162
Marathahalli,3 BHK,1730.0,3.0,110.0,3,6358.381502890174
Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
Marathahalli,3 BHK,1730.0,3.0,139.0,3,8034.682080924856
Marathahalli,3 BHK,1735.0,3.0,72.0,3,4149.85590778098
Marathahalli,3 BHK,1785.0,3.0,94.0,3,5266.106442577031
Marathahalli,3 BHK,1800.0,3.0,95.0,3,5277.777777777777
Marathahalli,3 BHK,1839.0,3.0,130.0,3,7069.0592713431215
Marathahalli,3 BHK,1840.0,3.0,98.0,3,5326.086956521739
Marathahalli,3 BHK,1900.0,3.0,123.0,3,6473.684210526316
Marathahalli,3 BHK,1910.0,3.0,119.0,3,6230.366492146597
Marathahalli,3 BHK,1933.0,3.0,140.0,3,7242.628039317124
Marathahalli,3 BHK,1937.0,3.0,140.0,3,7227.671657201859
Marathahalli,3 BHK,1937.0,3.0,160.0,3,8260.196179659268
Marathahalli,3 BHK,1950.0,3.0,115.0,3,5897.4358974358975
Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
Marathahalli,3 BHK,2489.0,3.0,94.0,3,3776.6171153073524
Marathahalli,4 BHK,2181.0,3.0,152.0,4,6969.280146721688
Marathahalli,4 Bedroom,700.0,4.0,72.0,4,10285.714285714286
Marathahalli,4 Bedroom,800.0,4.0,86.0,4,10750.0
Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,9831.460674157302
Marathahalli,4 Bedroom,2396.0,4.0,325.0,4,13564.273789649416
Marathahalli,4 Bedroom,3090.0,4.0,325.0,4,10517.79935275081
Marathahalli,4 Bedroom,3090.0,4.0,350.0,4,11326.860841423948
Marathahalli,4 BHK,3400.0,4.0,235.0,4,6911.764705882353
Marathahalli,4 BHK,3800.0,4.0,205.0,4,5394.736842105263
Marathahalli,4 BHK,3800.0,4.0,235.0,4,6184.210526315789
Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
Marathahalli,4 BHK,3855.0,4.0,220.0,4,5706.874189364462
Marathahalli,4 BHK,3895.0,4.0,220.0,4,5648.267008985879
Marathahalli,4 BHK,3940.0,4.0,220.0,4,5583.756345177665
Marathahalli,4 BHK,3951.0,4.0,220.0,4,5568.2105796001015
Marathahalli,4 BHK,3951.0,4.0,230.0,4,5821.311060491015
Marathahalli,4 BHK,4000.0,4.0,200.0,4,5000.0
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500.0
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500.0
Marathahalli,4 Bedroom,4000.0,4.0,650.0,4,16250.0
Marathahalli,4 BHK,2500.0,5.0,175.0,4,7000.0
Marathahalli,4 BHK,2500.0,5.0,181.0,4,7240.0
Marathahalli,4 BHK,2519.0,5.0,185.0,4,7344.184200079397
Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131.537242472266
Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527.733755942948
Marathahalli,4 BHK,4000.0,5.0,212.0,4,5300.0
Marathahalli,4 BHK,4000.0,5.0,212.0,4,5300.0
Marathahalli,5 Bedroom,2500.0,3.0,200.0,5,8000.0
Marathahalli,5 Bedroom,1350.0,4.0,135.0,5,10000.0
Marathahalli,6 Bedroom,1200.0,5.0,108.0,6,9000.0
Marathahalli,7 Bedroom,1550.0,7.0,160.0,7,10322.58064516129
Marathalli bridge,3 BHK,1544.0,3.0,120.0,3,7772.020725388601
Marenahalli,1 BHK,840.0,1.0,75.0,1,8928.57142857143
Marenahalli,3 BHK,1865.0,4.0,140.0,3,7506.702412868633
Margondanahalli,2 Bedroom,555.0,1.0,37.0,2,6666.666666666667
Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2,5729.166666666667
Margondanahalli,2 Bedroom,1200.0,1.0,53.0,2,4416.666666666667
Margondanahalli,2 Bedroom,600.0,2.0,35.0,2,5833.333333333333
Margondanahalli,2 Bedroom,900.0,2.0,49.0,2,5444.444444444444
Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
Margondanahalli,2 Bedroom,900.0,2.0,65.0,2,7222.222222222223
Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700.0
Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2,5523.809523809524
Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2,5321.100917431193
Margondanahalli,2 Bedroom,1100.0,2.0,55.0,2,5000.0
Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
Margondanahalli,2 Bedroom,1160.0,2.0,65.0,2,5603.448275862069
Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875.0
Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2,5750.0
Margondanahalli,2 BHK,1334.0,2.0,67.76,2,5079.460269865068
Margondanahalli,2 Bedroom,2400.0,2.0,82.0,2,3416.6666666666665
Margondanahalli,3 Bedroom,1200.0,2.0,65.0,3,5416.666666666667
Margondanahalli,3 Bedroom,1448.0,3.0,70.0,3,4834.254143646409
Margondanahalli,3 Bedroom,1625.0,3.0,80.0,3,4923.076923076923
Margondanahalli,4 Bedroom,1360.0,2.0,45.0,4,3308.823529411765
Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,15957.446808510638
Margondanahalli,5 Bedroom,1375.0,5.0,125.0,5,9090.90909090909
Mariyannapalya,2 BHK,900.0,2.0,46.0,2,5111.111111111111
Mariyannapalya,2 BHK,1125.0,2.0,46.0,2,4088.8888888888887
Marsur,2 BHK,497.0,1.0,17.0,2,3420.523138832998
Marsur,2 BHK,497.0,1.0,20.0,2,4024.1448692152917
Marsur,2 BHK,497.0,1.0,20.0,2,4024.1448692152917
Marsur,2 BHK,497.0,1.0,25.0,2,5030.181086519115
Marsur,3 BHK,715.0,2.0,29.0,3,4055.944055944056
Marsur,3 BHK,720.0,2.0,32.0,3,4444.444444444444
Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500.0
Marsur,3 Bedroom,1200.0,3.0,120.0,3,10000.0
Marsur,3 Bedroom,1200.0,3.0,150.0,3,12500.0
Marsur,3 Bedroom,1000.0,4.0,66.0,3,6600.0
Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055.555555555556
Maruthi Extension,5 Bedroom,2000.0,4.0,180.0,5,9000.0
Maruthi HBCS Layout,3 BHK,1250.0,3.0,39.5,3,3160.0
Maruthi Layout,2 BHK,916.0,2.0,42.0,2,4585.152838427947
Maruthi Nagar,2 BHK,850.0,1.0,35.5,2,4176.470588235294
Maruthi Nagar,2 BHK,1158.0,2.0,75.0,2,6476.683937823835
Maruthi Nagar,3 BHK,1250.0,3.0,39.5,3,3160.0
Maruthi Nagar,3 BHK,1250.0,3.0,42.0,3,3360.0
Maruthi Nagar,10 Bedroom,3300.0,9.0,450.0,10,13636.363636363636
Maruthi Sevanagar,2 BHK,933.0,2.0,55.0,2,5894.962486602358
Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2,4631.578947368421
Maruthi Sevanagar,2 BHK,950.0,2.0,47.0,2,4947.368421052632
Maruthi Sevanagar,4 Bedroom,2000.0,3.0,180.0,4,9000.0
Maruthi Sevanagar,4 Bedroom,2100.0,3.0,210.0,4,10000.0
Maruthi Sevanagar,4 Bedroom,1280.0,4.0,115.0,4,8984.375
Maruthi Sevanagar,7 Bedroom,5000.0,7.0,299.0,7,5980.0
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,78.0,2,6500.0
Masjid e Alkareem,5 Bedroom,900.0,4.0,62.0,5,6888.888888888889
Mathikere,2 BHK,1500.0,2.0,130.0,2,8666.666666666666
Mathikere,3 BHK,1150.0,2.0,60.0,3,5217.391304347826
Mathikere,3 Bedroom,1350.0,2.0,175.0,3,12962.962962962964
Mathikere,3 BHK,1500.0,2.0,75.0,3,5000.0
Mathikere,3 Bedroom,1550.0,2.0,150.0,3,9677.41935483871
Mathikere,3 Bedroom,1095.0,3.0,215.0,3,19634.703196347033
Mathikere,3 BHK,1590.0,3.0,120.0,3,7547.169811320755
Mathikere,4 Bedroom,600.0,3.0,100.0,4,16666.666666666668
Mathikere,6 Bedroom,1800.0,3.0,105.0,6,5833.333333333333
Mathikere Extension,3 Bedroom,3000.0,3.0,250.0,3,8333.333333333334
Mathikere Extension,4 Bedroom,712.0,2.0,67.5,4,9480.337078651686
Mathikere Extension,4 Bedroom,2000.0,2.0,160.0,4,8000.0
Mathikere SBM colony,2 Bedroom,1500.0,1.0,160.0,2,10666.666666666666
Medahalli,1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
Medahalli,2 BHK,760.0,2.0,38.5,2,5065.789473684211
Medahalli,2 BHK,990.0,2.0,35.0,2,3535.3535353535353
Medahalli,2 BHK,1552.0,2.0,51.0,2,3286.082474226804
Medahalli,3 Bedroom,1065.0,3.0,72.0,3,6760.56338028169
Medahalli,5 Bedroom,800.0,5.0,95.0,5,11875.0
Medahalli,6 Bedroom,1166.0,6.0,135.0,6,11578.044596912521
Medahalli,8 Bedroom,600.0,8.0,70.0,8,11666.666666666666
Medahalli,9 BHK,4600.0,9.0,150.0,9,3260.8695652173915
Medaralli,4 Bedroom,1344.0,4.0,84.0,4,6250.0
Medi Agrahara,4 Bedroom,1350.0,4.0,85.0,4,6296.2962962962965
Meenakshi Layout,8 Bedroom,1200.0,7.0,220.0,8,18333.333333333332
Meenakunte,3 Bedroom,3200.0,3.0,260.0,3,8125.0
Meenakunte,3 Bedroom,3900.0,3.0,250.0,3,6410.25641025641
Meenakunte,3 Bedroom,4050.0,3.0,280.0,3,6913.580246913581
Meenakunte,3 Bedroom,4395.0,3.0,240.0,3,5460.750853242321
Meenakunte,4 Bedroom,4111.0,4.0,250.0,4,6081.24543906592
Meenakunte,4 Bedroom,4428.0,4.0,255.0,4,5758.807588075881
Michael Palaya,3 Bedroom,1200.0,3.0,200.0,3,16666.666666666668
Mico Layout,1 BHK,800.0,1.0,29.5,1,3687.5
Mico Layout,2 Bedroom,800.0,2.0,80.0,2,10000.0
Mico Layout,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
Mico Layout,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Mico Layout,2 BHK,1171.0,2.0,39.0,2,3330.486763450043
Mico Layout,2 BHK,1190.0,2.0,39.25,2,3298.3193277310925
Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458.333333333333
Mico Layout,3 BHK,1250.0,2.0,44.0,3,3520.0
Mico Layout,3 BHK,1550.0,2.0,65.0,3,4193.548387096775
Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
Mico Layout,4 Bedroom,3600.0,4.0,330.0,4,9166.666666666666
Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200.0
Milk Colony,4 Bedroom,1200.0,4.0,240.0,4,20000.0
Millers Road,3 BHK,2850.0,4.0,460.0,3,16140.350877192983
Moodalapalya,1 Bedroom,410.0,1.0,48.0,1,11707.317073170732
Moodalapalya,1 Bedroom,600.0,1.0,52.0,1,8666.666666666666
Moodalapalya,2 BHK,1150.0,2.0,69.0,2,6000.0
Moodalapalya,6 Bedroom,840.0,8.0,120.0,6,14285.714285714286
Motappa Layout,2 BHK,1113.0,2.0,51.0,2,4582.210242587601
Motappa Layout,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
Motappa Layout,2 BHK,1156.0,2.0,49.5,2,4282.006920415225
Motappa Layout,3 BHK,1312.0,2.0,56.5,3,4306.40243902439
Motappa Layout,3 BHK,1360.0,2.0,59.27,3,4358.088235294118
Motappa Layout,3 BHK,1360.0,2.0,65.0,3,4779.411764705882
Mudalpalaya,6 Bedroom,1050.0,4.0,155.0,6,14761.904761904761
Mukkutam Nagar,8 Bedroom,2600.0,8.0,180.0,8,6923.076923076923
Mullur,3 BHK,2099.0,3.0,95.0,3,4525.964745116722
Muneshwara Nagar,2 BHK,1230.0,2.0,48.0,2,3902.439024390244
Muneshwara Nagar,3 BHK,1560.0,2.0,66.0,3,4230.7692307692305
Munivenkatppa Layout,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
Munivenkatppa Layout,2 BHK,1550.0,2.0,160.0,2,10322.58064516129
Munivenkatppa Layout,4 BHK,2375.0,3.0,260.0,4,10947.368421052632
Munivenkatppa Layout,4 BHK,4500.0,3.0,225.0,4,5000.0
Munivenkatppa Layout,4 BHK,3700.0,4.0,314.0,4,8486.486486486487
Munnekollal,2 BHK,950.0,2.0,46.5,2,4894.736842105263
Munnekollal,2 BHK,1030.0,2.0,50.36,2,4889.320388349514
Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Munnekollal,2 BHK,1170.0,2.0,52.0,2,4444.444444444444
Munnekollal,2 BHK,1170.0,2.0,59.0,2,5042.735042735043
Munnekollal,2 BHK,1200.0,2.0,40.0,2,3333.3333333333335
Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125.0
Munnekollal,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
Munnekollal,3 BHK,1200.0,2.0,57.9,3,4825.0
Munnekollal,3 BHK,1385.0,2.0,66.5,3,4801.444043321299
Munnekollal,3 BHK,1540.0,2.0,70.0,3,4545.454545454545
Munnekollal,3 BHK,1222.0,3.0,95.0,3,7774.140752864158
Munnekollal,3 BHK,1390.0,3.0,68.0,3,4892.086330935252
Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807.692307692308
Munnekollal,3 BHK,1750.0,3.0,86.5,3,4942.857142857143
Munnekollal,3 BHK,1800.0,3.0,65.0,3,3611.1111111111113
Munnekollal,6 Bedroom,1200.0,4.0,110.0,6,9166.666666666666
Munnekollal,7 Bedroom,1200.0,5.0,185.0,7,15416.666666666666
Munnekollal,9 Bedroom,1200.0,9.0,215.0,9,17916.666666666668
Munnekollal,10 Bedroom,1200.0,7.0,240.0,10,20000.0
Munnekollal,10 Bedroom,1200.0,8.0,230.0,10,19166.666666666668
Munnekollal,10 Bedroom,7200.0,10.0,200.0,10,2777.777777777778
Munnekollal,43 Bedroom,2400.0,40.0,660.0,43,27500.0
Murugeshpalya,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,7172.995780590717
Murugeshpalya,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
Murugeshpalya,2 BHK,1296.0,2.0,81.0,2,6250.0
Murugeshpalya,3 BHK,1344.0,2.0,56.0,3,4166.666666666667
Murugeshpalya,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,4062.5
Murugeshpalya,3 BHK,1550.0,3.0,74.0,3,4774.193548387097
Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932.249322493225
Murugeshpalya,3 BHK,1855.0,3.0,96.0,3,5175.202156334231
Murugeshpalya,3 BHK,1930.0,3.0,75.0,3,3886.0103626943005
Murugeshpalya,3 BHK,2135.0,3.0,160.0,3,7494.145199063232
Murugeshpalya,4 BHK,3100.0,4.0,310.0,4,10000.0
Murugeshpalya,6 Bedroom,1407.0,4.0,150.0,6,10660.980810234541
Muthurayya Swamy Layout,3 BHK,2405.0,4.0,260.0,3,10810.81081081081
Muthurayya Swamy Layout,4 BHK,3595.0,6.0,360.0,4,10013.908205841446
Muthyala Nagar,4 Bedroom,1200.0,4.0,165.0,4,13750.0
Mylasandra,1 Bedroom,500.0,2.0,80.0,1,16000.0
Mylasandra,2 BHK,1110.0,2.0,41.0,2,3693.6936936936936
Mylasandra,2 BHK,1110.0,2.0,55.0,2,4954.954954954955
Mylasandra,6 Bedroom,900.0,7.0,76.0,6,8444.444444444445
Mysore Road,1 Bedroom,45.0,1.0,23.0,1,51111.11111111111
Mysore Road,1 BHK,500.0,1.0,17.5,1,3500.0
Mysore Road,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Mysore Road,2 BHK,883.0,2.0,40.0,2,4530.011325028313
Mysore Road,2 BHK,883.0,2.0,40.95,2,4637.5990939977355
Mysore Road,2 BHK,883.0,2.0,45.0,2,5096.262740656852
Mysore Road,2 BHK,883.0,2.0,50.0,2,5662.5141562853905
Mysore Road,2 Bedroom,900.0,2.0,65.0,2,7222.222222222223
Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
Mysore Road,2 BHK,947.55,2.0,80.0,2,8442.826236082528
Mysore Road,2 BHK,980.0,2.0,45.47,2,4639.7959183673465
Mysore Road,2 BHK,1003.0,2.0,43.0,2,4287.138584247258
Mysore Road,2 BHK,1005.0,2.0,35.175,2,3499.9999999999995
Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
Mysore Road,2 BHK,1029.5,2.0,50.855,2,4939.776590577951
Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849.056603773585
Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
Mysore Road,2 BHK,1070.0,2.0,49.65,2,4640.186915887851
Mysore Road,2 BHK,1155.0,2.0,51.0,2,4415.584415584415
Mysore Road,2 BHK,1170.0,2.0,65.0,2,5555.555555555556
Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000.0
Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
Mysore Road,2 BHK,1175.0,2.0,86.68,2,7377.021276595745
Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
Mysore Road,2 BHK,1200.0,2.0,85.0,2,7083.333333333333
Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901.3742926434925
Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
Mysore Road,3 BHK,1082.0,2.0,45.0,3,4158.964879852126
Mysore Road,3 BHK,1340.0,2.0,64.31,3,4799.253731343284
Mysore Road,3 BHK,1340.0,2.0,64.31,3,4799.253731343284
Mysore Road,3 BHK,1410.0,2.0,64.0,3,4539.007092198582
Mysore Road,3 BHK,1512.0,2.0,110.0,3,7275.132275132275
Mysore Road,3 BHK,1568.0,2.0,100.0,3,6377.551020408163
Mysore Road,3 BHK,1082.0,3.0,50.0,3,4621.072088724584
Mysore Road,3 BHK,1082.0,3.0,50.5,3,4667.28280961183
Mysore Road,3 BHK,1248.52,3.0,115.0,3,9210.90571236344
Mysore Road,3 BHK,1360.0,3.0,47.6,3,3500.0
Mysore Road,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
Mysore Road,3 BHK,1500.0,3.0,74.0,3,4933.333333333333
Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295.081967213115
Mysore Road,3 BHK,1560.0,3.0,115.0,3,7371.794871794872
Mysore Road,3 BHK,1560.0,3.0,120.0,3,7692.307692307692
Mysore Road,3 BHK,1710.0,4.0,91.31,3,5339.766081871345
Mysore Road,4 Bedroom,540.0,4.0,85.0,4,15740.74074074074
Mysore Road,12 Bedroom,2232.0,6.0,300.0,12,13440.860215053763
N R Layout,6 Bedroom,800.0,3.0,120.0,6,15000.0
NGR Layout,1 BHK,907.0,1.0,38.0,1,4189.636163175303
NGR Layout,2 BHK,1019.0,2.0,45.9,2,4504.41609421001
NGR Layout,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
